Industria,Categoria,Subcategoria,Marca,Slug,Dominio
Automotriz,Vehículos,Marcas de autos,Fiat,fiat,https://www.fiat.cl
Automotriz,Vehículos,Marcas de autos,Alfa Romeo,alfa-romeo,https://www.alfaromeo.com
Automotriz,Vehículos,Marcas de autos,Skoda,skoda,https://www.skoda-auto.com
Automotriz,Vehículos,Marcas de autos,Seat,seat,https://www.seat.com
Automotriz,Vehículos,Marcas de autos,Opel,opel,https://www.opel.com
Automotriz,Vehículos,Marcas de autos,Aston Martin,aston-martin,https://www.astonmartin.com
Automotriz,Vehículos,Marcas de autos,Porsche,porsche,https://www.porsche.com
Automotriz,Vehículos,Marcas de autos,Ferrari,ferrari,https://www.ferrari.com
Automotriz,Vehículos,Marcas de autos,Lamborghini,lamborghini,https://www.lamborghini.com
Automotriz,Vehículos,Marcas de autos,Maserati,maserati,https://www.maserati.com
Automotriz,Vehículos,Marcas de autos,DS Automobiles,ds-automobiles,https://www.dsautomobiles.cl
Automotriz,Vehículos,Marcas de autos,Dongfeng,dongfeng,https://www.dfmc.com.cn
Automotriz,Vehículos,Marcas de autos,Changan,changan,https://www.globalchangan.com
Automotriz,Vehículos,Marcas de autos,GAC,gac,https://www.gac.com.cn
Automotriz,Vehículos,Marcas de autos,NIO,nio,https://www.nio.com
Automotriz,Vehículos,Marcas de autos,XPeng,xpeng,https://www.xpeng.com
Automotriz,Vehículos,Marcas de autos,Li Auto,li-auto,https://www.lixiang.com
Automotriz,Vehículos,Marcas de autos,Polestar,polestar,https://www.polestar.com
Automotriz,Vehículos,Marcas de autos,Rivian,rivian,https://www.rivian.com
Automotriz,Vehículos,Marcas de autos,Lucid,lucid,https://www.lucidmotors.com
Automotriz,Retail automotriz,Automotoras,Bruno Fritsch,bruno-fritsch,https://www.brunofritsch.cl
Automotriz,Retail automotriz,Automotoras,DercoCenter,dercocenter,https://www.dercocenter.cl
Automotriz,Retail automotriz,Automotoras,Salazar Israel,salazar-israel,https://www.salazarisrael.cl
Automotriz,Retail automotriz,Automotoras,Portillo,portillo,https://www.portillo.cl
Automotriz,Retail automotriz,Automotoras,Kaufmann,kaufmann,https://www.kaufmann.cl
Automotriz,Retail automotriz,Automotoras,Gildemeister,gildemeister,https://www.gildemeister.cl
Automotriz,Retail automotriz,Automotoras,Rosselot,rosselot,https://www.rosselot.cl
Automotriz,Retail automotriz,Automotoras,Coseche,coseche,https://www.coseche.cl
Automotriz,Retail automotriz,Automotoras,Difor,difor,https://www.difor.cl
Automotriz,Retail automotriz,Automotoras,Inalco,inalco,https://www.inalco.cl
Automotriz,Retail automotriz,Automotoras,Automotora Bilbao,automotora-bilbao,https://www.automotorabilbao.cl
Automotriz,Retail automotriz,Automotoras,Servimaq,servimaq,https://www.servimaq.cl
Automotriz,Retail automotriz,Automotoras,OLX Autos,olx-autos,https://www.olxautos.com
Viajes y transporte,Transporte aéreo,Aerolíneas,LATAM,latam,https://www.latamairlines.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Sky Airline,sky-airline,https://www.skyairline.com
Viajes y transporte,Transporte aéreo,Aerolíneas,JetSMART,jetsmart,https://www.jetsmart.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Delta Air Lines,delta-air-lines,https://www.delta.com
Viajes y transporte,Transporte aéreo,Aerolíneas,American Airlines,american-airlines,https://www.aa.com
Viajes y transporte,Transporte aéreo,Aerolíneas,United Airlines,united-airlines,https://www.united.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Air France,air-france,https://www.airfrance.com
Viajes y transporte,Transporte aéreo,Aerolíneas,KLM,klm,https://www.klm.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Iberia,iberia,https://www.iberia.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Copa Airlines,copa-airlines,https://www.copaair.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Avianca,avianca,https://www.avianca.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Air Canada,air-canada,https://www.aircanada.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Qatar Airways,qatar-airways,https://www.qatarairways.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Emirates,emirates,https://www.emirates.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Lufthansa,lufthansa,https://www.lufthansa.com
Viajes y transporte,Transporte aéreo,Aerolíneas,British Airways,british-airways,https://www.britishairways.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Turkish Airlines,turkish-airlines,https://www.turkishairlines.com
Viajes y transporte,Transporte aéreo,Aerolíneas,Air Europa,air-europa,https://www.aireuropa.com
Viajes y transporte,Movilidad,Apps de transporte,Uber,uber,https://www.uber.com
Viajes y transporte,Movilidad,Apps de transporte,Cabify,cabify,https://www.cabify.com
Viajes y transporte,Movilidad,Apps de transporte,DiDi,didi,https://www.didi.com
Viajes y transporte,Movilidad,Apps de transporte,inDrive,indrive,https://indrive.com
Viajes y transporte,Movilidad,Apps de transporte,Transvip,transvip,https://www.transvip.cl
Viajes y transporte,Movilidad,Apps de transporte,Awto,awto,https://awto.com
Viajes y transporte,Turismo,Hoteles,Hilton,hilton,https://www.hilton.com
Viajes y transporte,Turismo,Hoteles,Marriott,marriott,https://www.marriott.com
Viajes y transporte,Turismo,Hoteles,Hyatt,hyatt,https://www.hyatt.com
Viajes y transporte,Turismo,Hoteles,Accor,accor,https://group.accor.com
Viajes y transporte,Turismo,Hoteles,Ibis,ibis,https://all.accor.com
Viajes y transporte,Turismo,Hoteles,Novotel,novotel,https://all.accor.com
Viajes y transporte,Turismo,Hoteles,NH Hotels,nh-hotels,https://www.nh-hotels.com
Viajes y transporte,Turismo,Hoteles,Holiday Inn,holiday-inn,https://www.ihg.com
Viajes y transporte,Turismo,Hoteles,Sheraton,sheraton,https://www.marriott.com
Viajes y transporte,Turismo,Hoteles,W Hotels,w-hotels,https://www.marriott.com
Viajes y transporte,Turismo,Hoteles,Best Western,best-western,https://www.bestwestern.com
Viajes y transporte,Turismo,Hoteles,Pullman,pullman,https://all.accor.com
Viajes y transporte,Turismo,Hoteles,InterContinental,intercontinental,https://www.ihg.com
Viajes y transporte,Turismo,Plataformas de reservas,Booking,booking,https://www.booking.com
Viajes y transporte,Turismo,Plataformas de reservas,Expedia,expedia,https://www.expedia.com
Viajes y transporte,Turismo,Plataformas de reservas,Airbnb,airbnb,https://www.airbnb.com
Viajes y transporte,Turismo,Plataformas de reservas,Hotels.com,hotels-com,https://www.hotels.com
Viajes y transporte,Turismo,Plataformas de reservas,Trivago,trivago,https://www.trivago.com
Viajes y transporte,Turismo,Plataformas de reservas,Despegar,despegar,https://www.despegar.cl
Viajes y transporte,Turismo,Plataformas de reservas,Kayak,kayak,https://www.kayak.com
Viajes y transporte,Turismo,Plataformas de reservas,Skyscanner,skyscanner,https://www.skyscanner.net
Retail,Grandes tiendas,Marketplaces,Amazon,amazon,https://www.amazon.com
Retail,Grandes tiendas,Marketplaces,AliExpress,aliexpress,https://www.aliexpress.com
Retail,Grandes tiendas,Marketplaces,Mercado Libre,mercado-libre,https://www.mercadolibre.cl
Retail,Grandes tiendas,Marketplaces,Temu,temu,https://www.temu.com
Retail,Grandes tiendas,Marketplaces,Shein,shein,https://www.shein.com
Retail,Grandes tiendas,Marketplaces,eBay,ebay,https://www.ebay.com
Retail,Grandes tiendas,Marketplaces,Etsy,etsy,https://www.etsy.com
Retail,Grandes tiendas,Marketplaces,Rakuten,rakuten,https://www.rakuten.com
Retail,Grandes tiendas,Marketplaces,Shopee,shopee,https://shopee.com
Retail,Grandes tiendas,Marketplaces,Wish,wish,https://www.wish.com
Retail,Grandes tiendas,Marketplaces,JD.com,jd-com,https://www.jd.com
Retail,Grandes tiendas,Marketplaces,Taobao,taobao,https://world.taobao.com
Retail,Grandes tiendas,Marketplaces,Wayfair,wayfair,https://www.wayfair.com
Retail,Grandes tiendas,Marketplaces,Zalando,zalando,https://www.zalando.com
Retail,Grandes tiendas,Marketplaces,Mercari,mercari,https://www.mercari.com
Retail,Grandes tiendas,Marketplaces,Falabella,falabella,https://www.falabella.com
Retail,Grandes tiendas,Marketplaces,Paris,paris,https://www.paris.cl
Retail,Grandes tiendas,Marketplaces,Ripley,ripley,https://www.ripley.cl
Retail,Grandes tiendas,Marketplaces,Linio,linio,https://www.linio.cl
Retail,Grandes tiendas,Marketplaces,Dafiti,dafiti,https://www.dafiti.cl
Retail,Grandes tiendas,Marketplaces,AliBaba,alibaba,https://www.alibaba.com
Retail,Grandes tiendas,Marketplaces,Facebook Marketplace,facebook-marketplace,https://www.facebook.com
Retail,Grandes tiendas,Marketplaces,Instagram Shopping,instagram-shopping,https://www.instagram.com
Retail,Grandes tiendas,Multitiendas,Falabella,falabella-multitienda,https://www.falabella.com
Retail,Grandes tiendas,Multitiendas,Paris,paris-multitienda,https://www.paris.cl
Retail,Grandes tiendas,Multitiendas,Ripley,ripley-multitienda,https://www.ripley.cl
Retail,Grandes tiendas,Multitiendas,La Polar,la-polar,https://www.lapolar.cl
Retail,Grandes tiendas,Multitiendas,Hites,hites,https://www.hites.com
Retail,Grandes tiendas,Multitiendas,ABC,abc,https://www.abc.cl
Retail,Grandes tiendas,Multitiendas,Tricot,tricot,https://www.tricot.cl
Retail,Tecnología,Tiendas de tecnología,PC Factory,pc-factory,https://www.pcfactory.cl
Retail,Tecnología,Tiendas de tecnología,SP Digital,sp-digital,https://www.spdigital.cl
Retail,Tecnología,Tiendas de tecnología,WePlay,weplay,https://www.weplay.cl
Retail,Tecnología,Tiendas de tecnología,Reifstore,reifstore,https://www.reifstore.cl
Retail,Tecnología,Tiendas de tecnología,MacOnline,maconline,https://www.maconline.com
Retail,Tecnología,Tiendas Apple,iShop,ishop,https://www.ishopmixup.com
Retail,Tecnología,Tiendas Apple,MacOnline,maconline-apple,https://www.maconline.com
Retail,Tecnología,Tiendas Apple,Apple Store Online,apple-store-online,https://www.apple.com
